Unnamed: 0,"※ 데이터-모두 새로고침시 20분 지연시세 (현재가, 전일대비, 전주대비, 시가총액, 환율). But 일본과 상해는 25/10/03 기준",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
,기업정보,,,,,,Price,,,Market Cap,수익성,,활동성,밸류 (Oct-25),,,성장률,,밸류에이션,,,,,기대수익률 (10Y),,,기간별 수익률 (25/10/03),,,,,,괴리율 (EPS+HYY),,,,,,Fwd 12M EPS Consensus Change (%),,,,,,Fwd 12M EPS Consensus (USD),,,,,,
,Ticker,Corp,Exchange,WI26,FY 0,설립,현재가,전일대비,전주대비,(USD mn),ROE (Fwd),OPM (Fwd),CCC (FY 0),PER (Oct-25),% PER (Avg),PBR (Oct-25),Sales (3),,PER (3),PER (5),PER (10),PEG (Oct-25),PER (Avg),Price (10),Return (Y),DY (FY+1),W,1 M,3 M,6 M,YTD,12 M,W,1 M,3 M,6 M,YTD,12 M,W,1 M,3 M,6 M,YTD,12 M,45933,45926.0,45903.0,45841.0,45750.0,45653.0,45568.0
,002352.SZ,"S.F. Holding Co., Ltd.",Shenzhen,운송,45627,2003,CN¥ 40.33,0.008502125531382854,0,27189.35243714005,0.1222,0.05419742320641243,17.274642156759576,17.72438450606179,-0.4596224235956772,2.0569010045710026,0.08975516456898817,Sales (3),13.214088979052695,11.12703246203936,7.239935140325757,1.9747481486080236,32.8,CN¥ 182.71,0.1630915935998145,0.026035209521448055,0.006488644871474936,-0.04044729954794202,-0.15005268703898844,-0.07116536158452336,-0.007872078720787212,-0.10337927967985772,-0.03256741980287655,0.023233886968943438,0.17188632789900113,0.17434256022387198,0.16403035003068994,0.2856011109614609,-0.0038759689922481457,-0.019083969465648967,-0.019083969465648967,0.0198412698412698,0.07983193277310914,0.1576576576576575,0.3610057592358477,0.36241045090602614,0.36802921758673973,0.36802921758673973,0.35398230088495575,0.3343166175024582,0.3118415507796039
,PHM,PulteGroup,NYSE,"건설,건축관련",45627,1987,137.61,0.020240213523131878,0,27150.12,0.16699999999999998,0.17422036485958897,242.4245255368814,11.605515058067565,0.3109872982849553,2.121257830842438,0.0037746680376182585,Sales (3),11.855641358411424,11.766643360671848,11.54706030257951,30.74578994075044,8.8525,105.49806557499892,-0.02622313993734815,0.0063222149553084795,0.0492565764391919,0.03233308327081774,0.258321141185077,0.40777493606138115,0.25648283418553697,-0.03749038259774773,-0.04744857917411313,-0.02108945361755507,-0.25984729150361213,-0.37523881460881625,-0.3282942406936781,-0.0970884246035841,0.000868809730668965,0.000868809730668965,-0.02620456466610317,-0.09433962264150951,-0.14349442379182153,-0.15542521994134903,11.52,11.51,11.51,11.83,12.72,13.45,13.64
,PPL,PPL,NYSE,유틸리티,45627,1994,36.7,0.008241758241758435,0,27140.21,0.0947,0.28437873247918133,21.006685922238297,21.713860539831185,-0.01204404433657269,1.847311601347506,0.043064831175497365,Sales (3),17.477775234943255,16.064364316756613,13.010890793260986,5.042132976521627,21.978571428571428,61.995261065933974,0.05382680950961505,0.029700272479564034,-0.0005446623093681158,0.01325234676974052,0.08547766932860101,0.012972674579078358,0.12853628536285355,0.1206106870229009,0.006692183177111256,0.002330806486186523,-0.045009781296822454,0.14598863101232218,-0.002208459336003804,-0.03346593174144731,0.005208333333333338,0.005208333333333338,0.01578947368421054,0.03208556149732611,0.05464480874316932,0.06629834254143639,1.93,1.92,1.92,1.9,1.87,1.83,1.81
,EXPE,Expedia Group,NASDAQ,"호텔,레저서비스",45627,2005,219.23,0.0070742799393632705,0,27122.17,1.0051999999999999,0.14074981294109618,-1.3729620859120075,16.962513369873186,-0.21542491351187854,16.52018947414466,0.06209338711786281,Sales (3),11.952370115272359,10.595674868020485,7.839982608585732,2.731774534649837,21.62,604.5616217068385,0.10676154012500616,0.007161428636591708,-0.01633239108000184,0.03150069400334066,0.24223708068902994,0.4388002887707554,0.1779592713986351,0.4929855625170252,0.03352157861441174,-0.008672573956213774,-0.17122662000941544,-0.23936517792206347,0.04528181953943644,-0.3015127998849993,0.016250000000000098,0.01245330012453318,0.04633204633204649,0.07255936675461751,0.1515580736543911,0.1706263498920087,16.26,16.0,16.06,15.54,15.16,14.12,13.89
,MTD,Mettler Toledo,NYSE,건강관리,45627,1991,1314.04,0.010380303566210891,0,27067.96,0.3628,0.29961069612399327,77.89854812247991,31.473226483139182,-0.11480167393786578,-133.55866817520803,0.040280617504388334,Sales (3),26.69264650934228,24.66553964135889,20.245946625485516,7.8134915582439515,35.555,2307.6565924157962,0.05792836017780467,0,0.09100570394294394,0.035819013085290896,0.0868098058027591,0.1997735656111903,0.06466379848164427,-0.10206368730353976,-0.08387319634660091,-0.01925087310076397,-0.0296756492854226,-0.0439450958894298,0.08192470084362409,0.1679365186054683,0.0061933200619332255,0.0061933200619332255,0.03245574216976849,0.02895272562768607,0.07490548204158794,0.04502641856191134,45.49,45.21,45.21,44.06,44.21,42.32,43.53
,ES,Eversource Energy,NYSE,유틸리티,45627,1927,72.53,0.010307842317871518,0,26916.98,0.1103,0.23782998726255408,8.873805491737492,17.29941497348907,-0.13242653091830126,1.589959740202185,0.04972313795130363,Sales (3),13.243773623097463,12.018830452307524,9.42949335191151,3.4791478748648683,19.939999999999998,153.3749636407371,0.07776401624535056,0.041637942920170964,0.03955854951985094,0.14581358609794637,0.12362509682416745,0.1713501291989663,0.26535240753663647,0.10077401730156321,-0.03457895794503718,-0.13342263714309463,-0.08878408085058322,-0.017614880972660507,-0.1517406690789518,-0.03799888338754178,0.0040404040404039545,0.0020161290322580215,0.010162601626016224,0.026859504132231385,0.04192872117400424,0.04192872117400424,4.97,4.95,4.96,4.92,4.84,4.77,4.77
,1109.HK,China Resources Land,Hongkong,은행,45627,,HK$ 29.10,-0.008179959100204415,0,26889.49722393584,0.083,0.1778340789159456,663.1826303376163,7.480719794344473,0.11819428913968211,0.6697150455045512,0.01419840893404257,Sales (3),7.072731116718682,6.876085972426211,6.408061536293204,5.268702873044074,6.6899999999999995,HK$ 30.38,0.004314989008813441,0.04914089347079038,-0.017555705604321403,-0.05519480519480513,0.06788990825688068,0.10646387832699622,0.2707423580786028,-0.02184873949579824,0.0003780252933086488,0.05957162774561603,-0.014314070083117622,0.005149685432522255,-0.18939089391366848,0.0010668510672379727,0.005025125628140714,0.002506265664160515,0.012658227848101404,0.028277634961439653,0.005025125628140714,-0.045346062052505964,0.5140859551717047,0.5115155253958462,0.5128007402837754,0.5076598807320584,0.49994859140448283,0.5115155253958462,0.5385050380423607
,AWK,American Water Works,NYSE,유틸리티,45627,1936,137.75,0.015930378346485696,0,26874.83,0.1036,0.4006520207666508,84.70327891587526,24.3573511072531,-0.1074623998807952,2.489832554542367,0.0621037086741887,Sales (3),20.217191195351113,17.92202041211957,13.260269204496465,3.9220445328052373,27.29,283.49330183472307,0.07484321541454264,0.023593466424682397,0.010193605162804209,-0.020966595593461146,-0.016422706176365653,-0.0935114503816794,0.09944927767579204,-0.04789881116947747,-0.004262737095948442,0.03633309604850081,0.05452393931587998,0.25110391802524185,0.030027084616644974,0.1434783199949039,0.004991680532445965,0.004991680532445965,0.01342281879194632,0.030716723549488005,0.05779334500875658,0.07473309608540923,6.04,6.01,6.01,5.96,5.86,5.71,5.62
,GIS,General Mills,NYSE,필수소비재,45778,1928,50.36,0.0007949125596184992,0,26862.85,0.21660000000000001,0.15929900720348664,-3.122295719531124,12.8560331978658,-0.1472658520609701,2.883307080665742,-0.010178339912861366,Sales (3),13.854724857061582,14.141126235280087,14.883299913822173,-12.630776047890576,15.07625,51.012877143924996,0.0012889184117927943,0.048451151707704525,0.005390297464563654,0.01226130653266333,-0.05249294449670738,-0.17402000984090538,-0.2125097732603597,-0.3105147864184009,-0.0017484072274512063,0.0008162160926330191,0.08532353275731883,0.21020947942517587,0.10498925072103135,0.13964006626081463,0.002702702702702645,0.002702702702702645,0.008152173913043424,-0.09068627450980395,-0.17920353982300877,-0.19172113289760348,3.71,3.7,3.7,3.68,4.08,4.52,4.59
,FE,FirstEnergy,NYSE,유틸리티,45627,1996,45.93,0.01033875934887818,0,26520.16,0.1117,0.21926296133946785,20.875275630418088,19.416974503295762,-0.16315162145045725,1.997721791098575,0.03875937813991116,Sales (3),15.882970744832443,14.719796994243952,12.171021566541741,5.0096197191826946,23.202499999999997,87.55968586314846,0.06664714420633389,0.038536903984323974,0.011005943209333013,0.05829493087557602,0.15170511534603803,0.11887941534713775,0.15780186538946306,0.05780746199907871,-0.006321437322863199,-0.04417479260092231,-0.10801529415436345,0.030897092105715326,-0.155563292550227,-0.09989811219612436,0.003745318352060012,0.003745318352060012,0.019011406844106567,0.022900763358778647,-0.06944444444444435,-0.06293706293706285,2.68,2.67,2.67,2.63,2.62,2.88,2.86
,RCI,Rogers Communications Non-Voting Class B,NYSE,통신서비스,45627,2023,34.75,-0.011379800853485,0,26346.51,0.1885,0.23638688383690745,124.59461565497958,10.961770032986868,-0.3713680267821151,1.8757006419001383,0.025467533777312642,Sales (3),9.60622016402213,9.135003237077662,8.055622933476974,4.304213407091656,17.4375,75.2211380800638,0.08028540605886669,0.041151079136690645,-0.025518788558609007,-0.02633790977864947,0.0835671967570939,0.33294975067126975,0.1445981554677207,-0.10530381050463444,0.017812442951808363,0.019569872558386017,-0.08987469790248359,-0.20897255730183306,-0.10662300335257963,0.02903736235226316,-0.008645533141210446,-0.017142857142857158,-0.030985915492957712,-0.002898550724637748,-0.03370786516853935,-0.09711286089238848,3.44,3.47,3.5,3.55,3.45,3.56,3.81
,DXCM,DexCom,NASDAQ,건강관리,45627,1999,67.05,0.00918121613485856,0,26294.01,0.2925,0.22708225154675524,113.2014285091135,34.85372701619135,-0.6081814761469714,8.309885224652472,0.14720029679809657,Sales (3),20.543223921638155,15.609539772625267,7.855861989306185,2.367775593822175,88.95375000000001,759.2227238231765,0.27466787800637715,0,-0.0007451564828613311,-0.15040547389761794,-0.1914867960930906,0.08495145631067968,-0.16438185443668996,0.020858708891595468,0.018077786640221968,0.17302519177939524,0.28054289284409206,0.18478143064053762,0.45773974856766114,0.26529382629740134,0.016393442622950834,0.012244897959183593,0.06437768240343343,0.14285714285714288,0.22167487684729076,0.2653061224489796,2.48,2.44,2.45,2.33,2.17,2.03,1.96
,FOX,Fox Class B,NASDAQ,"미디어,교육",45809,2018,55.75,-0.002326413743736655,0,26177.43,0.1536,0.17886783774039958,46.36405417670096,11.961182410295072,0.004930259214036781,2.0262312530848456,0.004681525599533993,Sales (3),12.581242075915949,12.464265345983543,12.176559744473892,25.549753292998563,11.9025,54.495225985414024,-0.0022738418067403954,0.010941704035874439,0.008319768493398438,0.016037907782030292,0.07687850106239136,0.16388308977035493,0.19558224319107853,0.44842816315926215,0.001814821339861947,0.010540615844266975,-0.024097042218336195,0.044273442501059426,-0.012506820844107092,-0.23787985340027484,0.009195402298850583,0.016203703703703564,0.028103044496487147,0.08128078817733993,0.11139240506329101,0.1897018970189701,4.39,4.35,4.32,4.27,4.06,3.95,3.69
,FOXA,Fox Class A,NASDAQ,"미디어,교육",45809,2018,61.96,-0.0016113438607798791,0,26177.43,0.1536,0.17886783774039958,46.36405417670096,13.293540128105517,0.026528195220503203,2.2519334249531306,0.004681525599533993,Sales (3),13.982668323296004,13.852661539679648,13.532908372513047,28.395743749492212,12.950000000000001,59.29117214964182,-0.00439318045197945,0.009845061329890251,0.01324611610793136,0.0312916111850865,0.10151111111111111,0.19544665251784687,0.25247624823125125,0.47875894988066836,-0.003111526274670975,-0.004713087558789231,-0.048729652267055945,0.01270987975356748,-0.06940082588427982,-0.26821064012168105,0.009195402298850583,0.016203703703703564,0.028103044496487147,0.08128078817733993,0.11139240506329101,0.1897018970189701,4.39,4.35,4.32,4.27,4.06,3.95,3.69
,MDB,MongoDB Class A,NASDAQ,소프트웨어,45658,2007,321.21,-0.015568972386527435,0,26132.65,0.08410000000000001,0.15039214579924393,63.51820765525385,#N/A PER (Oct-25),,8.777857427700438,0.17761769140361433,Sales (3),55.81260814565563,40.24608821731919,17.770599020374764,,73.83666666666666,1334.6244362841871,0.15307352712656352,0,0.008793693665399838,0.026623625671183815,0.5198731901201854,0.9665115709562873,0.3476400251730647,0.269604743083004,0.004340615820229651,0.005918681936139137,-0.26738412488504326,-0.35218062972959624,-0.0259570078893841,0.11637324860438175,0.012195121951219686,0.02216748768472925,0.2278106508875741,0.4874551971326166,0.25000000000000017,0.36513157894736853,4.15,4.1,4.06,3.38,2.79,3.32,3.04
,STLA,Stellantis,NYSE,자동차,45627,2014,10.73,0.03173076923076934,0,26122.58,0.0447,0.038174080405242235,35.66649796265344,19.71286739812533,1.7158053884447413,0.32676821337447426,0.05448996503127396,Sales (3),5.67630729082342,5.1048266152612936,3.9153333180038956,3.617706010053655,7.258571428571428,19.89216884050073,0.06367325990506822,0.04007455731593662,0.1625135427952329,0.17396061269146612,0.040737148399611955,0.050930460333006744,-0.17903596021423107,-0.17966360856269115,-0.07183076551723341,-0.1142030767194898,-0.22536105963343928,-0.28011532229953845,-0.14644414306946435,-0.32987671902878335,0.08974358974358967,0.049382716049382616,-0.20930232558139533,-0.35606060606060613,-0.39716312056737585,-0.5303867403314917,1.7,1.56,1.62,2.15,2.64,2.82,3.62
,603501.SS,"Will Semiconductor Co., Ltd.",Shanghai,반도체,45627,2007,CN¥ 151.17,,0,25609.301868239923,0.18100000000000002,0.1754827158233128,130.92582737834653,42.77999474477801,-0.4182659516951538,6.295857189520219,0.1853545694513197,Sales (3),23.54251504215856,16.755457870687952,7.160031106391286,2.308008638331059,73.53875,"CN¥ 1,552.63",0.26229288253878313,0.00310908248991202,0.0009269681520227557,0.11154411764705863,0.20684975251476923,0.16114908979184261,0.43017975402081343,0.41016791044776113,-0.023129774091176225,-0.10527795636480375,-0.10806177181873722,0.03410898012545753,-0.14804866614365036,-0.06860085497943513,0,0.004395604395604491,0.057870370370370336,0.11192214111922132,0.20580474934036946,0.3170028818443803,0.6419440932715269,0.6419440932715269,0.63913470993117,0.606826801517067,0.5773282764433207,0.532378142997612,0.4874280095519034
,EXE,Expand Energy,NASDAQ,에너지,45627,1996,107.44,-0.003893936584461355,0,25586.37,0.12960000000000002,0.2617878184348464,26.836108112571033,#N/A PER (Oct-25),,0.2468154874728813,0.44427086568010793,Sales (3),5.282798948916188,2.532601043959721,0.4030171509671681,,7.848333333333333,2092.2805178631884,0.3456911341651543,0.027643335815338795,0.015788976080173933,0.10671611042439233,-0.011955122310097432,-0.028132066938037048,0.11210019666701165,0.26088487266752725,-0.022988140529487434,-0.13194959910713983,0.019496439883471904,0.2808738618404255,1.34928870296961,1.2472064380316736,-0.008138351983723303,-0.03560830860534119,-0.01713709677419354,0.12586605080831406,1.3897058823529411,1.4872448979591837,9.75,9.83,10.11,9.92,8.66,4.08,3.92
,VRSN,VeriSign,NASDAQ,소프트웨어,45627,1995,272.98,-0.00893116468196331,0,25498.68,-0.3452,0.6825688724374249,2.507705181812061,31.251032038733616,0.05989594840541357,#N/A PBR (Oct-25),0.058585873802398145,Sales (3),25.914974584055347,23.125897619997822,17.396750188682887,5.334226497011707,29.485,462.6620036905512,0.0541764269865288,0.009854201773023664,-0.04022220659587927,-0.004122432600051074,-0.04659122659960879,0.06870766942019335,0.3384653101250308,0.46448497854077253,0.04650898771317685,0.019844846105532554,0.10197139533314184,0.11911615593798953,-0.18007709052921161,-0.34550772467926005,0.0053475935828877766,0.0053475935828877766,0.03070175438596504,0.06094808126410846,0.08670520231213873,0.09813084112149531,9.4,9.35,9.35,9.12,8.86,8.65,8.56
,601919.SS,"COSCO SHIPPING Holdings Co., Ltd.",Shanghai,운송,45627,1961,CN¥ 14.34,,0,25400.54361567636,0.0867,0.0965867103193735,-36.98167785624301,7.565721075285063,-0.06321361086084964,0.9399426855294095,-0.02521807034899127,Sales (3),11.43300203286588,12.032208287185512,13.671242685563108,-3.0001189506506765,8.07625,CN¥ 8.47,-0.05127536866948701,0.0697350069735007,-0.0013927576601671099,-0.05408970976253302,-0.07483870967741935,0.012711864406779627,-0.05657894736842106,-0.08720560152768941,-0.02081004827898636,0.04103489351485502,0.04533378479181353,0.055698691256970814,0.037014874946310644,-0.11630040028696134,0,-0.014925373134328384,-0.07042253521126747,-0.014925373134328384,-0.09589041095890402,-0.22807017543859645,0.18541930046354826,0.18541930046354826,0.18822868380390506,0.1994662171653322,0.18822868380390506,0.2050849838460458,0.2402022756005057
,CNP,CenterPoint Energy,NYSE,유틸리티,45627,2001,38.86,0.014886393314181179,0,25370.33,0.1045,0.267440109920401,18.77134603617916,22.48015968819747,0.18147847298883013,2.2594088957209806,0.047884520199914404,Sales (3),18.824268005321507,17.143174574369567,13.56825895387821,4.694661154449169,19.02714285714286,54.49444721993831,0.03439150573875627,0.022388059701492536,0.001288327750579743,0.03296119085592775,0.08124652198107962,0.040149892933618814,0.20645762185656613,0.28250825082508246,0.004998453366717646,-0.011833682761291143,-0.029245703261927006,0.13700518076939408,-0.05431483445794322,-0.16224663340670273,0.005347593582887587,0.0107526881720429,0.0273224043715846,0.05027932960893847,0.08045977011494247,0.09941520467836254,1.88,1.87,1.86,1.83,1.79,1.74,1.71
,TTD,Trade Desk Class A,NASDAQ,소프트웨어,45627,2009,51.55,0.013168238993710668,0,25205.01,0.25,0.20090842878084308,93.44973893363488,34.69822951054467,-0.7929792550420198,8.09227246842787,0.16721035271774898,Sales (3),19.207205439352236,14.098273120374,6.507591228061257,2.075124473250485,167.60750000000002,1327.7058011484967,0.38384458383788655,0,0.09355112431056423,-0.041286962990515264,-0.30721677193925545,0.050325998370008174,-0.5753356948677816,-0.5375022429571147,-0.08235552651974416,0.03666178291310895,0.35793685295349015,0.10796335828951131,0.6730603788181287,0.6232135205619966,0.010256410256410265,-0.015000000000000013,0.026041666666666692,0.03141361256544505,0.026041666666666692,0.0648648648648648,1.97,1.95,2.0,1.92,1.91,1.92,1.85
,0001.HK,CK Hutchison Holdings,Hongkong,소매(유통),45627,2014,HK$ 51.20,-0.007751937984496138,0,25202.845465761875,0.0433,0.15306227226548105,50.10001472007565,9.538970123209443,0.31390773046962006,0.35436253198850254,0.03078800742637636,Sales (3),7.505786702417315,7.06411082856299,6.070307877407527,3.098274594749293,7.260000000000002,HK$ 61.23,0.01805816230354207,0.046484374999999994,0.030181086519114775,0.0039215686274509665,0.036437246963562764,0.16761687571265682,0.2248803827751198,0.14158305462653287,-0.03976559592829976,0.010567284789167904,0.03829678848287185,-0.04879707594683613,-0.18747619992694892,-0.1959284936281252,0.012618296529968483,0.012618296529968483,0.03381642512077296,0.03548387096774187,-0.038922155688622714,-0.07890961262553801,0.825107958050586,0.8148262389471519,0.8148262389471519,0.7981184454040715,0.7968332305161423,0.8585235451367468,0.8957947768866954
,GRAB,Grab Holdings Class A,NASDAQ,소프트웨어,45627,2021,6.16,0.0181818181818183,0,25108.16,0.0579,0.07872965241386294,94.3478404564194,#N/A PER (Oct-25),,3.7454789738428462,0.19624616487681032,Sales (3),47.82963710820826,33.423811157672134,13.644360222909484,,84.69,38.23487444461183,0.20029471985256597,0,0.008183306055646433,0.2520325203252034,0.2648870636550309,0.4460093896713615,0.28066528066528074,0.6648648648648647,-0.007244118521236631,-0.2416577004026097,0.04550563640682265,0.18086635442271293,0.5910177366183995,1.3559815478751525,0,0,0.28571428571428553,0.5,0.7999999999999998,2,0.09,0.09,0.09,0.07,0.06,0.05,0.03
,LDOS,Leidos Holdings,NYSE,소프트웨어,45627,2005,195.58,0.013945772201773066,0,25092.39,0.30870000000000003,0.1221463840578112,48.017898353491184,17.644976650171834,-0.3005657853464738,5.553719285033174,0.032576659240074364,Sales (3),15.440572304773642,14.481674631431849,12.336934710938475,5.416447561469337,25.227500000000003,399.936821066687,0.074154358160468,0.007771755803251866,0.05776095186587349,0.10055708738956737,0.18850267379679142,0.402107677969747,0.3535884836320853,0.18425673630033312,-0.05429011876184334,-0.0773945436818074,-0.10969826122384618,-0.20011881170372686,-0.16115074936727267,0.0897542334017094,0.002531645569620349,0.01278772378516627,0.05412599822537722,0.0751131221719457,0.12075471698113219,0.25316455696202533,11.88,11.85,11.73,11.27,11.05,10.6,9.48
,STZ,Constellation Brands Class A,NYSE,필수소비재,45689,1972,142.2,0.012027613692975558,0,25068.92,0.2772,0.3351344299962071,65.73894863772806,#N/A PER (Oct-25),,3.4745710795098828,-0.02669650032144725,Sales (3),12.283774084488543,12.966872801490533,14.845465698898513,,16.872,161.61152830510483,0.01287831683757168,0.028551336146272855,0.07328855007925106,-0.02928527544542303,-0.17479108635097496,-0.2164857567910079,-0.36150150419828486,-0.4163759491073261,-0.07071001828254607,0.006432247266750922,0.13016257000547365,0.20331927709901618,0.2522193740288822,0.2702148635515015,0.0016393442622951928,-0.03322784810126581,-0.06930693069306931,-0.14004222378606615,-0.18096514745308306,-0.1670074982958418,12.22,12.2,12.64,13.13,14.21,14.92,14.67
,ULTA,Ulta Beauty,NASDAQ,소매(유통),45658,2016,556.45,-0.002455989387257551,0,24950.31,0.3981,0.1219467677941488,49.017367099093235,22.53543439606878,-0.21287340565599788,9.414507871155411,0.05871901083561327,Sales (3),18.790221966488524,16.763723435616072,12.602796673140919,3.837842987368746,28.63,1264.0974787725092,0.08551403215747255,0,0.008061594202898537,0.04779031012860835,0.16463299776052254,0.5130791820752667,0.25850955558068556,0.49294376475638546,0.002816431252000621,-0.015365200070618118,-0.06988572962599623,-0.27143550549174067,-0.05048245227549969,-0.38886651970804514,0.009938837920489356,0.022050290135396527,0.07006885378695829,0.11476793248945158,0.13634408602150544,0.08323083230832312,26.42,26.16,25.85,24.69,23.7,23.25,24.39
,HPQ,HP,NYSE,IT하드웨어,45566,1998,26.64,0.0060422960725075026,0,24900.46,-4.0016,0.07630017298202416,-5.46563768628063,8.565916398713826,-0.0022229005575042926,-22.016528925619834,0.018746792917061786,Sales (3),7.662260347954737,7.382855956961793,6.72811060629973,4.569270294183404,8.585,33.99236626488532,0.024671643242034413,0.04354354354354354,-0.0026207412953950238,-0.07177700348432048,0.024615384615384706,0.12026913372581993,-0.19951923076923073,-0.251685393258427,0.009565934835810837,0.08815782941292019,0.01521454488369854,-0.07809284318365808,0.2017578036084667,0.20308736155399973,0.006006006006006011,0.006006006006006011,0.015151515151515233,-0.08469945355191258,-0.06944444444444445,-0.06944444444444445,3.35,3.33,3.33,3.3,3.66,3.6,3.6
,CRDO,Credo Technology Group Holding,NASDAQ,반도체,45748,,143.87,-0.03849495422041027,0,24888.876972,0.314,0.41717896637327917,121.05927562739188,185.68895490222448,1.3420439541177331,30.556324254416367,0.5361180067612376,Sales (3),26.167676514476042,11.089603082000334,1.2965614408254809,3.463583624508286,79.285,8797.680226197135,0.5088282015515486,0,0.006576645910585599,0.15308167027330288,0.5369084499519283,2.873721055465805,1.0763457930437292,3.6574943347361604,0.011829790532121163,0.13051719336513778,-0.10861557777303488,-1.7029856622489234,0.7365136948281865,-0.4759336362818576,0.01746724890829696,0.27322404371584696,0.40361445783132543,1.0438596491228072,1.7411764705882353,3.1607142857142856,2.33,2.29,1.83,1.66,1.14,0.85,0.56
,CYBR,Cyber Ark Software,NASDAQ,소프트웨어,45627,1996,490.39,-0.00933314478495384,0,24753.39,0.08650000000000001,0.18673147117450617,87.58768843527852,#N/A PER (Oct-25),,10.37885035076449,0.23793249316677992,Sales (3),68.22991621013398,44.522640501919966,15.314262993669077,,101.11666666666667,3237.9359155034617,0.20773781449664952,0,0.02068893745446987,0.07647898145099319,0.22978734075634466,0.49527381387974145,0.5285518359204537,0.7573553126679806,-0.0023961707443550632,-0.053145198245462016,-0.14641818148778327,-0.2046263576268581,-0.16840728017523476,-0.2616661326323659,0.017353579175705004,0.012958963282937472,0.05869074492099338,0.16377171215880895,0.28846153846153855,0.47484276729559755,4.69,4.61,4.63,4.43,4.03,3.64,3.18
,FSLR,First Solar,NASDAQ,에너지,45627,2003,230.13,-0.008615861801576696,0,24680.9,0.2184,0.4131394208857543,203.10986317110948,15.632821312545904,-0.060204833495179244,2.6485863439866817,0.18737625211603454,Sales (3),7.4806919974101875,5.305973255228562,2.2481395364169736,0.8343010993124748,16.634285714285713,1702.7627108634078,0.22156924283665003,0,0.045950368148350185,0.14214104918358217,0.2437442576879425,0.6892754899801807,0.26008870393692174,-0.021223205171827186,-0.01576589759507241,-0.10349101719689792,-0.08673579663565209,-0.5208722995853903,-0.14087808223653453,0.12548570530012637,0.029245283018867974,0.02827521206409055,0.1323300467047224,0.04152744630071604,0.047527604416706774,0.083416087388282,21.82,21.2,21.22,19.27,20.95,20.83,20.14
,002142.SZ,"Bank of Ningbo Co., Ltd.",Shenzhen,은행,45627,1997,CN¥ 26.43,-0.010482965181579984,0,24516.491080207892,0.1281,0.5751911341797012,,6.186184558604411,-0.23367177967117858,0.7627611315266989,0.0781987704767477,Sales (3),4.88929842411898,4.2058025623317965,2.8863880646165248,0.7910846322633506,8.0725,CN¥ 73.92,0.10832041616232235,0.03518728717366629,0.0022753128555175195,-0.06276595744680846,-0.06409348441926344,0.04219242902208209,0.10079133694294029,0.02840466926070051,-0.02447811879467099,0.06895616876110473,0.12698911672294722,0.05864897023551537,0.022832298891150564,0.06267326583113508,0,0.004319654427645882,0.021978021978022108,0.017505470459518634,0.04729729729729725,0.0665137614678899,0.6531816266329541,0.6531816266329541,0.6503722432925972,0.63913470993117,0.6419440932715269,0.6236831015592078,0.6124455681977806
,601066.SS,"CSC Financial Co., Ltd.",Shanghai,증권,45627,2005,CN¥ 26.82,,0,24471.681415929204,0.102,0.38426090038993266,-182.18542525371453,23.161281276912476,-0.09698206435352696,1.8175882940622197,0.12674311355150028,Sales (3),15.533525700301162,12.235457573728812,6.737451522272104,1.8274193072826175,25.64875,CN¥ 102.10,0.14302848944258595,0.015287099179716629,0.05135241081928643,-0.0014892032762471308,0.12030075187969924,0.08495145631067968,-0.0014892032762471308,-0.0014892032762471308,-0.0735552167584399,0.0033597601628975182,-0.0866824116270303,0.2019242954962489,0.34884357919621845,0.45763232426861405,0,0,-0.0072992700729927135,0.20353982300884976,0.2710280373831777,0.43157894736842123,0.19103806714426186,0.19103806714426186,0.19103806714426186,0.19244275881444026,0.15873015873015872,0.15030200870908836,0.1334457086669476
,AFRM,Affirm Holdings Class A,NASDAQ,소프트웨어,45809,2019,74.83,-0.03357871625984776,0,24368.41,0.1153,0.08190468216145559,715.9062131194145,278.72895642003124,0.7850934653923898,7.321647393614515,0.23392144889942323,Sales (3),45.50686971867273,29.888349684880843,10.448750719593015,11.91549375790133,156.1425,1118.2335179162073,0.31052610425660543,0,-0.01578324345653037,-0.12284609072793351,0.0815146697499638,0.9231560010280135,0.1576423267326732,0.9436363636363636,0.07554596040270492,0.19204444006229196,0.15664689066502,-0.20804496281629203,54.91404069055101,3.0772100491036536,0.058823529411764754,0.058823529411764754,0.21348314606741578,0.5882352941176471,55,4,1.08,1.02,1.02,0.89,0.68,-0.02,-0.36
