Unnamed: 0,Unnamed: 1,Corp,005930.KS,삼성전자,005930.KS.1,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,BJ,Unnamed: 62,Unnamed: 63,Unnamed: 64,BN,Unnamed: 66,BP,Unnamed: 68,Unnamed: 69,Unnamed: 70,BT,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79
,삼성전자,,,KOSPI,반도체,45627,1969년,ROE (Fwd),OPM (Fwd),CCC (FY 0),PER (Oct-25),% PER (Avg),PBR (Oct-25),PER (Avg),,Price (₩),"89,000",52 High,52 Low,DY (F1),시총 (KRW),0,,,,,0xf,,,,,,,,PER (MIN),PER (Min∼Avg),PER (Avg),PER (Avg∼Max),PER (MAX),ROE (Fwd),OPM (Fwd),PER (Fwd),PER (FY+1),PER (Oct-25),PER (FY 0),PER (FY-1),PBR (Fwd),PBR (FY+1),PBR (Oct-25),PBR (FY 0),PBR (FY-1),,,,,,,,,,23193.176081908226,39772.4089115959,56351.64174128358,90452.5414870776,124553.4412328716,,58822.32244589294,69682.86592500849,80543.40940412403,95856.10114175902,111168.792879394,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45017,65500,12.664787512026729,1.2790728164842982,66600,62300,5171.819893369701,35478.684468516156,60839.996270627824,86201.3080727395,138365.57647223966,190529.8448717398,51208.968837314096,55817.776032672366,66123.58101118183,76429.38598969129,90959.93089727916,105490.47580486703,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44986,64000,11.076539200286518,1.2521841296943133,64000,59000,5777.978016666479,39636.92919433204,67970.68889356029,96304.44859278854,154582.57936339083,212860.7101339931,51110.69409226889,55710.656560573094,65996.6837466422,76282.71093271131,90785.37038139261,105288.02983007391,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44958,60600,9.38780902409155,1.1879416175838415,64000,60200,6455.180313583787,44282.53695118478,75937.12741392128,107591.71787665777,172700.28031454227,237808.84275242675,51012.607945544114,55603.74266064309,65870.03000968383,76136.31735872458,90611.14486327274,105085.97236782088,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1.66,1.13,1.72,3.85,5.65,6.78,8.28,,,,,,,,,,,,44927,61400,8.513879522859352,1.2059383222952338,65000,54500,7211.753447431808,49472.628649382204,84837.26461722593,120201.90058506967,192941.44879422875,265680.99700338783,50914.71003520216,55497.033938370354,65743.61933295478,75990.20472753923,90437.25370002784,104884.30267251645,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44896,55300,6.86359687228497,1.0882185095538894,63200,55300,"8,057",55271.020000000004,94780.53375,134290.04750000002,215554.96375000002,296819.88,"50,817",55390.530000000006,65617.45125,75844.3725,90263.69625000001,104683.02,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44866,62200,7.936997997291407,1.2396976465856961,63200,58100,7836.7161011287235,53759.872453743046,92189.16903465302,130618.46561556301,209661.54339057262,288704.6211655822,50173.524303532926,54689.141490850896,64786.56325693689,74883.98502302289,89120.72254415037,103357.46006527783,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44835,59400,7.792765016367386,1.199074733693954,60100,53100,7622.454914942301,52290.04071650419,89668.6540056525,127047.26729480081,203929.2531806376,280811.2390664744,49538.19668688054,53996.63438869979,63966.1964719345,73935.7585551692,87992.22186507157,102048.68517497391,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44805,53100,7.1620756911058345,1.0856472653139628,58900,51800,7414.051776350508,50860.395185764486,87217.05158404328,123573.70798232208,198353.6877115374,273133.66744075273,48910.91397411091,53312.8962317809,63156.21766907071,72999.53910636053,86878.0109465145,100756.48278666848,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44774,59700,8.278620340213243,1.236240500969365,61900,58200,7211.346522319471,49469.837143111574,84832.47765193567,120195.11816075978,192930.56202150456,265666.00588224933,48291.57429576837,52637.815982387525,62356.49530941091,72075.17463643428,85777.90884285857,99480.64304928284,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44743,61400,8.753691879979858,1.2877495962696732,62600,55700,7014.183368782371,48117.29790984707,82513.09960451361,116908.90129918017,187655.7083025614,258402.51530594256,47680.07707233011,51971.28400883982,61566.89951964626,71162.51503045269,84691.73689972637,98220.95876900003,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44713,57000,8.354817929741122,1.2107997475201326,67400,56800,6822.4107909154845,46801.73802568023,80257.13494163203,113712.53185758385,182525.07269745518,251337.61353732648,47076.3229978723,51313.192067680815,60787.30207100261,70261.41207432441,83619.31872497068,96977.22537561695,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44682,67400,10.156902432294089,1.4500793814176665,68800,64900,6635.88140668756,45522.146449876665,78062.84989792078,110603.55334596492,177534.71218416735,244465.87102236974,46480.214023942994,50663.43328609787,60017.576358416394,69371.71943073491,82560.48016002875,95749.24088932257,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44652,67400,10.442404936068435,1.4686766566308926,69600,64500,6454.4518635930335,44277.53978424821,75928.55811034255,107579.5764364369,172680.79154560214,237782.00665476738,45891.653343639235,50021.90214456677,59257.59737997416,68493.29261538155,81515.0492516392,94536.80588789683,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44621,69600,11.086363727035721,1.5360662605716715,73100,68700,6277.982728482037,43066.96151738677,73852.61932218056,104638.27712697435,167959.5804221263,231280.88371727825,45310.545375885835,49388.49445971556,58507.24171661258,67625.98897350961,80482.85622391722,93339.72347432483,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44593,71900,11.774650456770196,1.6071781359115225,75800,71300,6106.338380402527,41889.481289561336,71833.43812246023,101777.39495535912,163367.45044469414,224957.50593402912,44736.79574991319,48763.10736740538,57766.3875120754,66769.66765674543,79463.7334507833,92157.79924482117,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44562,73300,12.341341144379506,1.6594857011276776,79800,71200,5939.386906372189,40744.194177713216,69869.46271983584,98994.73126195846,158900.87244635497,218807.01363075146,44170.311289931655,48145.63930602551,57034.91445312425,65924.18960022299,78457.51542874111,90990.8412572592,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44531,78300,13.553747619871906,1.795418587053725,80800,71600,"5,777",39630.22,67959.18375,96288.1475,154556.41375,212824.68000000002,"43,611",47535.990000000005,56312.70375,65089.417499999996,77464.03875,89838.66,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44501,71300,12.769052346174082,1.6487809426895503,76200,69600,5583.8129617632285,38304.95691769575,65686.57972894218,93068.20254018862,149387.936025773,205707.66951135735,43244.07090956115,47136.03729142166,55838.90656197084,64541.77583252002,76812.280953108,89082.78607369597,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44470,69800,12.932904336358009,1.6277898126110382,74000,68300,5397.086237139533,37024.0115867772,63489.97322215018,89955.93485752317,144392.2959168718,198828.65697622043,42880.229043845706,46739.449657791825,55369.09575286577,63998.74184793972,76166.00683913093,88333.27183032216,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44440,74100,14.204644056359463,1.7427319200907634,77800,73700,5216.603788591605,35785.90198973841,61366.82281804449,86947.74364635057,139563.71360903265,192179.68357171473,42519.44842792619,46346.19878643955,54903.23778255969,63460.276778679836,75525.1702701039,87590.06376152796,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44409,76700,15.211744298365423,1.81918646512889,83300,72500,5042.156803032891,34589.19566880563,59314.67209167817,84040.1485145507,134896.60256914122,185753.0566237317,42161.70330541997,45956.25660290777,54441.29939312354,62926.34218333931,74889.72549625223,86853.10880916515,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44378,78500,16.107376655518785,1.8776774183531935,81300,78100,4873.543450236756,33432.50806862415,57331.14676272264,81229.78545682113,130385.56308177163,179541.3407067221,41806.96813665043,45569.59526894897,53983.24760644987,62396.89994395077,74259.62715272533,86122.35436149989,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44348,80700,17.131689612796624,1.9466789629439385,83000,79600,4710.568649324619,32314.50093436689,55413.95194849249,78513.4029626181,126025.37600186856,173537.34904111899,41455.21759682366,45186.187180537796,53529.049721898555,61871.91226325931,73634.83025635804,85397.74824945675,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44317,80500,17.6804798668151,1.9583312564192759,83500,78400,4553.0438430628965,31233.88076341147,53560.86950883115,75887.85825425082,121810.99671634399,167734.13517843714,41106.42657422053,44806.004965900385,53078.67331396226,61351.34166202414,73015.29020245922,84679.2387428943,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44287,81500,18.519415749884335,1.9994813532607492,86200,81500,4400.786779707617,30189.397308794254,51769.755479785475,73350.11365077671,117737.54930760268,162124.98496442862,40760.57016840392,44429.02148356028,52632.086229951565,60835.150976342855,72400.96276162747,83966.77454691209,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44256,81400,19.136635402630954,2.013972929914713,85300,80600,4253.621302144311,29179.842132709975,50038.53759310014,70897.2330534903,113800.32091224338,156703.40877099644,40417.62368844108,44055.209820400785,52189.25658769955,60323.303354998316,71791.80407659347,83260.30479818863,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44228,82500,20.06626906480912,2.0585084157469695,86400,81000,4111.377144079214,28204.04720838341,48365.212878661856,68526.37854894031,109994.7562684093,151463.13398787827,40077.562651140914,43684.5432897436,51750.15277328571,59815.76225682781,71187.77065908906,82559.77906135029,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44197,82000,20.63469434446212,2.0633933428181894,96800,80200,3973.8897330459818,27260.883568695437,46747.84534711967,66234.8071255439,106316.45244547895,146398.097765414,39740.36277930612,43316.99542944367,51314.74343877903,59312.49144811438,70588.8193867425,81865.1473253706,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44166,81000,21.088258266076544,2.055524539410242,81300,67100,"3,841",26349.260000000002,45184.56375,64019.8675,102761.15375000001,141502.44,"39,406",42952.54,50882.9975,58813.454999999994,69994.9075,81176.36,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44136,66700,17.647206858560374,1.6995373969845387,69500,56000,3779.6349606252224,25928.295829889026,44462.68076805496,62997.0657062209,101119.40882782706,139241.7519494332,39245.9737092839,42778.11134311945,50676.36355211284,58574.615761106215,69710.66080111553,80846.70584112483,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44105,56600,15.218120670217415,1.4480667016238908,61500,56600,3719.250308664518,25514.057117438595,43752.330818552226,61990.60451966585,99503.89294543336,137017.18137120086,39086.5972793433,42604.3910344842,50470.56873695204,58336.746439419876,69427.56841743355,80518.3903954472,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44075,58200,15.902376323224587,1.4950728843838423,61300,54100,3659.8303811363053,25106.436414595057,43053.329646092214,61000.22287758937,97914.18705932544,134828.1512410615,38927.868071117955,42431.37619751858,50265.60964683106,58099.843096143544,69145.62566132327,80191.40822650299,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44044,54000,14.994336450461494,1.3928372868245746,59900,54000,3601.3597652957824,24705.32798992907,42365.49593899826,60025.66388806745,96349.87882078205,132674.09375349662,38769.7834562647,42259.063967328526,50061.48288790179,57863.90180847506,68864.82786419017,79865.75391990528,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44013,57900,16.33828641727739,1.499520587841109,60400,52100,3543.8232946370663,24310.627801210278,41688.65128228679,59066.674763363306,94810.56246889643,130554.45017442954,38612.340817113974,42087.45149065423,49858.18508009842,57628.9186695426,68585.1703763987,79541.42208325479,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43983,52800,15.141061158781543,1.3730142228796347,57000,49900,3487.2060449592036,23922.233468420138,41022.62011138883,58123.00675435753,93295.83872532731,128468.67069629708,38455.5375466265,41916.53592582289,49655.712857081475,57394.88978834006,68306.64856719533,79218.4073460506,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43952,50700,14.77490850687039,1.3237815298845266,51200,47200,3431.4933304950287,23540.044247195896,40367.229666610896,57194.41508602589,91805.31469073138,126416.21429543686,38299.37104835007,41746.31444270158,49454.06286618203,57161.81128966247,68029.25782463182,78896.70435960115,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43922,50000,14.807484780346385,1.3108276895140234,52000,45350,3376.670700101869,23163.961002698823,39722.30994832336,56280.658893947904,90338.60374285039,124396.54859175287,38143.838736376565,41576.78422265046,49253.23176834624,56929.67931404202,67752.99355548888,78576.30779693573,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43891,47750,14.37073947624472,1.2569448494619908,58000,42300,3322.7239335131108,22793.88618389994,39087.69367286486,55381.50116182977,88895.3254362264,122409.14971062301,37988.93803529916,41407.942458476085,49053.21623808004,56698.49001768399,67477.85118520014,78257.21235271626,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43862,54200,16.57675338956107,1.4325486434950552,62000,54200,3269.6390376496483,22429.723798276587,38463.216229151054,54496.70866002551,87475.1054035193,120453.50214701306,37834.66638016965,41239.78635438492,48854.01296339406,56468.239572403196,67203.82615777635,77939.41274314949,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43831,56400,17.529670131510088,1.4967747205155122,62800,54600,3217.4022429902648,22071.379386913217,37848.715635976725,53626.05188504024,86077.57525840082,118529.09863176137,37681.02121645599,41072.313125937035,48655.6186457488,56238.924165560566,66930.91393572996,77622.90370589934,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43800,55800,17.62476310802274,1.4868897889575783,57300,49000,"3,166",21718.760000000002,37244.0325,52769.305,84702.37250000001,116635.44000000002,"37,528",40905.520000000004,48458.03,56010.54,66659.11,77307.68000000001,,,,,,,,
