Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,44166,44531,44896,45261,45627,Dec-25(E),Dec-26(E),Dec-27(E),Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,44166.1,44531.1,44896.1,45261.1,45627.1,Dec-25(E).1,Dec-26(E).1,Dec-27(E).1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,44166.2,44531.2,44896.2,45261.2,45627.2,Dec-25(E).2,Dec-26(E).2,Dec-27(E).2,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,44197,44562,44927,45292,45658,Jan-26(E),Jan-27(E),Jan-28(E),Unnamed: 93,Unnamed: 94,Unnamed: 95,→→,여기까지
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,항목,2020/12,2021/12,2022/12,2023/12,2024/12,전년대비,2025/06,전년동기대비,,,,,,항목,2020/12,2021/12,2022/12,2023/12,2024/12,전년대비,2025/06,전년동기대비,,,,,,항목,2020/12,2021/12,2022/12,2023/12,2024/12,전년대비,2025/06,전년동기대비,,,,,,항목,2021/01,2022/01,2023/01,2024/01,2025/01,전년대비,2025/07,전년동기대비,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,매출액(수익),24540,28318,28541,34124,45043,32,15558,37.64,,,,,,매출액(수익),19454,22395,25058,33721,42131,24.94,11683,18.91,,,,,,매출액(수익),41518,48704,59283,60115,64168,6.74,15806,-1.9,,,,,,매출액(수익),4402,6257,8111,9619,10588,10.07,2525,6.5,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,매출원가,5483,7313,6630,7082,8418,18.87,2448,12.79,,,,,,매출원가,3208,3763,4028,5193,6320,21.7,1953,31.66,,,,,,매출원가,11583,13241,17206,15915,14698,-7.65,3457,-6.03,,,,,,매출원가,1938,2648,3618,4010,4317,7.67,1048,9.29,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,판매비와관리비,12207,13458,13631,16717,19584,17.16,6089,26.11,,,,,,판매비와관리비,7969,9278,10503,13427,15656,16.6,4642,21.09,,,,,,판매비와관리비,19010,19869,21766,23045,25175,9.24,6643,7.01,,,,,,판매비와관리비,1614,2234,2766,3402,3762,10.56,953,9.34,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,연구개발비,6086,7026,7191,9313,10991,18.01,3336,23.05,,,,,,연구개발비,2101,2591,3082,4265,5516,29.34,1777,17.61,,,,,,연구개발비,10102,10254,11818,12663,14442,14.05,3995,14.14,,,,,,연구개발비,,,,,,,,,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,영업이익,6058,5952,7127,6458,12899,99.74,6867,84.86,,,,,,영업이익,8294,9328,10594,14892,18619,25.02,5085,35.81,,,,,,영업이익,4973,12538,17945,1783,19912,1017.08,4992,-17.46,,,,,,영업이익,820,1333,1328,2133,2506,17.49,524,-3.04,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44166,44531,44896,45261,45627,45809,,,,,,,,,44166,44531,44896,45261,45627,45809,,,,,,,,,44166,44531,44896,45261,45627,45809,,,,,,,,,44197,44562,44927,45292,45658,45839,,,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,매출원가,0.22343113284433577,0.2582456388163006,0.23229739672751482,0.20753721720783028,0.18688808471904625,0.15734670266101042,,,,,,,,매출원가,0.1649018196771872,0.16802857780754632,0.16074706680501238,0.15399899172622403,0.15000830742208826,0.1671659676452966,,,,,,,,매출원가,0.27898742714003566,0.27186678712220763,0.29023497461329556,0.2647425767279381,0.22905498067572622,0.21871441224851323,,,,,,,,매출원가,0.44025442980463425,0.42320600926961804,0.4460609049439033,0.41688325189728664,0.4077257272383831,0.41504950495049503,,,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,판관비,0.4974327628361858,0.47524542693693056,0.4775936372236432,0.489889813620912,0.4347845392180805,0.39137421262373057,,,,,,,,판관비,0.4096329803639354,0.41428890377316363,0.4191475776199218,0.3981791761810148,0.37160285775319835,0.3973294530514423,,,,,,,,판관비,0.4578736933378294,0.40795417214191854,0.36715415886510466,0.38334858188472093,0.39232951003615507,0.42028343666961915,,,,,,,,판관비,0.36665152203543844,0.3570401150711203,0.34101837011465913,0.3536750181931594,0.35530789573101623,0.37742574257425743,,,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R&D,0.24800325998370007,0.2481107422840596,0.25195333029676603,0.27291642245926623,0.24401127811202628,0.21442344774392597,,,,,,,,R&D,0.10799835509406806,0.11569546773833445,0.12299465240641712,0.12647904866403725,0.1309249721107973,0.15210134383291962,,,,,,,,R&D,0.24331615203044463,0.21053712220762155,0.1993488858526053,0.21064626133244616,0.22506545318538834,0.2527521194483108,,,,,,,,R&D,0xf,0xf,0xf,0xf,0xf,0xf,,,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,영업이익,0.24686226568867156,0.21018433505191045,0.24971094215339337,0.1892509670613058,0.286370801234376,0.44138064018511375,,,,,,,,영업이익,0.42633905623522156,0.4165215449877205,0.4227791523665097,0.4416239138815575,0.4419311196031426,0.4352477959428229,,,,,,,,영업이익,0.1197793728021581,0.2574326544021025,0.3027006055698936,0.02965981868086168,0.3103104351078419,0.3158294318613185,,,,,,,,영업이익,0.186278964107224,0.2130413936391242,0.1637282702502774,0.22174862251793326,0.23668303740083113,0.20752475247524751,,,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79,6.12,6.90,5.80,11.71,22.75,30.08,36.51,,,,,,,1.38,1.65,1.73,2.70,3.28,3.72,4.08,4.54,,,,,,,2.78,5.14,5.71,0.14,6.74,8.92,9.64,10.69,,,,,,,4.50,7.49,6.68,12.20,14.64,12.95,12.84,13.82,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44166,44531,44896,45261,45627,Dec-25(E),Dec-26(E),Dec-27(E),,,,,,,44166,44531,44896,45261,45627,Dec-25(E),Dec-26(E),Dec-27(E),,,,,,,44166,44531,44896,45261,45627,Dec-25(E),Dec-26(E),Dec-27(E),,,,,,,44197,44562,44927,45292,45658,Jan-26(E),Jan-27(E),Jan-28(E),,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPS,6.79,6.12,6.9,5.8,11.71,22.75,30.08,36.51,,,,,,EPS,1.38,1.65,1.73,2.7,3.28,3.72,4.08,4.54,,,,,,EPS,2.78,5.14,5.71,0.14,6.74,8.92,9.64,10.69,,,,,,EPS,4.5,7.49,6.68,12.2,14.64,12.95,12.84,13.82,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPS,5.9,9.42,11.21,11.35,14.98,29.51,44.66,78.18,,,,,,BPS,2.54,2.69,3.03,3.54,4.49,7.01,8.65,10.41,,,,,,BPS,10.01,15.11,18.12,14.84,18.32,23.87,29.91,33.72,,,,,,BPS,19.63,20.49,23.78,32.22,34.21,42.96,50.92,57.64,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DATE,Price,EPS,23,35.075625,47.151250000000005,73.81562500000001,100.48,BPS,10.74,21.091250000000002,31.442500000000003,41.49125,51.54,DATE,Price,EPS,13.13,19.478749999999998,25.827499999999997,32.46875,39.11,BPS,5.73,10.763750000000002,15.797500000000001,22.51375,29.23,DATE,Price,EPS,8.34,58.2625,108.185,434.4575,760.73,BPS,2.64,3.8899999999999997,5.14,6.47,7.8,DATE,Price,EPS,12.71,23.169375,33.62875,53.334375,73.04,BPS,3.05,6.695625,10.34125,13.545625000000001,16.75
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46722,0x2a,36.51,839.7299999999999,1280.61106875,1721.4921375000001,2695.0084687500002,3668.5248,78.18,839.6532000000001,1648.9139250000003,2458.1746500000004,3243.785925,4029.3972000000003,46722,0x2a,4.54,59.610200000000006,88.43352499999999,117.25684999999999,147.408125,177.5594,10.41,59.649300000000004,112.05063750000002,164.451975,234.36813750000002,304.28430000000003,46722,0x2a,10.69,89.15459999999999,622.826125,1156.49765,4644.350675,8132.2037,33.72,89.0208,131.17079999999999,173.3208,218.1684,263.01599999999996,46753,0x2a,13.82,175.65220000000002,320.2007625,464.74932499999994,737.0810625,1009.4128000000001,57.64,175.802,385.93582499999997,596.06965,780.7698250000001,965.47
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46692,0x2a,35.925321733297395,826.28239986584,1260.1031131214895,1693.923826377139,2651.850077069431,3609.7763277617223,74.61582075598223,801.3739149192492,1573.7409295196103,2346.1079441199713,3095.9036729416475,3845.6994017633237,46692,0x2a,4.499762016175618,59.081875272385865,87.64973937258081,116.21760347277575,146.1016479627021,175.9856924526284,10.25056595470496,58.73574292045943,110.33452929495553,161.93331566945162,230.77867926273882,299.624042856026,46692,0x2a,10.598294482929598,88.38977598763285,617.4831323116857,1146.5764886357385,4604.508525317386,8062.440561999033,33.38476343860653,88.13577547792123,129.86672977617937,171.59768407443752,215.99941944778422,260.4011548211309,46722,0x2a,13.735552232991088,174.57886888131674,318.24416051825784,461.909452155199,732.577093626434,1003.2447350976691,57.04763884652195,173.99529848189192,381.9695968517435,589.9438952215951,772.745922950419,955.5479506792426
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46661,0x2a,35.35000661848614,813.0501522251813,1239.923575897538,1666.7969995698948,2609.3828322976915,3551.9686650254876,71.2141303030042,764.839759454265,1501.9950257532373,2239.15029205221,2954.763283934523,3670.3762758168364,46661,0x2a,4.45988066128125,58.55823308262282,86.87290043093215,115.18756777924148,144.8067502209756,174.4259326627097,10.093573716787358,57.83617739719156,108.64470409406994,159.45323079094828,227.24419526632138,295.0351597416945,46661,0x2a,10.507375673236291,87.63151311479066,612.1859751619295,1136.7404372090682,4565.008166555056,7993.275895901044,33.052859722767494,87.25954966810619,128.57562432156553,169.8916989750249,213.85200240630567,257.81230583758645,46692,0x2a,13.651620488077175,173.5120964034609,316.2995144459431,459.08693248842525,728.1006464687911,997.114360449157,56.46136533593343,172.20716427459695,378.04412927740924,583.8810942802216,764.8044818285533,945.727869376885
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46631,0x2a,34.78390471222421,800.029808381157,1220.0671977217096,1640.104587062262,2567.595666273276,3495.086745484289,67.9675208746754,729.9711741940138,1433.5199746479977,2137.0687751019814,2820.0574004913756,3503.0460258807702,46631,0x2a,4.420352774517529,58.03923192941515,86.1029466066333,114.16666128385145,143.523329147616,172.87999701138054,9.93898588881895,56.950389142932586,106.98075936077498,157.01112957861736,223.76384355439765,290.5165575301779,46631,0x2a,10.417236822051343,86.87975509590821,606.9342603447665,1126.9887655936245,4525.846666616371,7924.704567639119,32.72425571809132,86.39203509576109,127.29735474337522,168.2026743909894,211.72593449605083,255.2491946011123,46661,0x2a,13.56820161208071,172.45184248954584,314.3667512259025,456.28165996225914,723.6515528543172,991.0214457463751,55.881116906069856,170.43740656351306,374.15900338420397,577.8806002048949,756.9446541907826,936.0087081766701
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46600,0x2a,34.22686847239149,787.2179748650042,1200.5288034619268,1613.8396320588492,2526.4776880823733,3439.1157441058967,64.86892242022589,696.692226793226,1368.1666599955893,2039.6410931979526,2691.4926773681973,3343.344261538442,46600,0x2a,4.381175223099228,57.52483067929286,85.33981687694407,113.15480307459529,142.25128302500306,171.3477629754108,9.786765646130695,56.07816715232889,105.34229872353929,154.60643029474966,220.33679506557493,286.0671598364002,46600,0x2a,10.327871238402041,86.13444612827303,601.7275980273989,1117.320749926525,4487.021118558055,7856.721487189585,32.39891861960103,85.53314515574671,126.03179343024799,166.53044170474928,209.62100346881863,252.711565232888,46631,0x2a,13.485292471091793,171.3980673075767,312.44579824740237,453.4935291872281,719.2296456378864,984.9657620885446,55.30683163771249,168.6858364950231,370.31380458425866,571.9417726734944,749.1656013025894,926.3894299316843
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46569,0x2a,33.678752719636165,774.6113125516318,1181.3033008616883,1587.9952891717448,2486.0181812203937,3384.041073269042,61.91158720825391,664.930446616647,1305.7927637060855,1946.6550807955239,2568.789142754465,3190.9232047134064,46569,0x2a,4.342344902006973,57.01498856335156,84.58345075996831,112.15191295658508,140.9905110370389,169.82910911749272,9.63687672804067,55.219303651673044,103.72893188144778,152.2385601112225,216.96223343592567,281.6859067606288,46569,0x2a,10.239272288715027,85.39553088788333,596.5656017212593,1107.7356725546351,4448.5286403744085,7789.321608194183,32.076815948459235,84.68279410393238,124.77881403950641,164.87483397508046,207.53699918653123,250.19916439798203,46600,0x2a,13.402889950350424,170.3507312689539,310.53658334340037,450.7224354178468,714.8347586957209,978.9470819735951,54.7384482479809,166.95226715634172,366.5081225503871,566.0639779444325,741.4664930490563,916.86900815368
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46539,0x2a,33.13941459953692,762.2065357893491,1162.3856792128822,1562.5648226364153,2446.206600798943,3329.8483789614697,59.089075132379584,634.6166669217567,1246.262455885801,1857.9082448498452,2451.6795885863444,3045.4509323228435,46539,0x2a,4.303858733741151,56.50966517402132,83.83378830986044,111.15791144569957,139.740913261158,168.32391507661643,9.48928342921635,54.37359404940969,102.1402745112275,149.9069549730453,213.63935480451963,277.3717546359939,46539,0x2a,10.15143339632389,84.66295452534125,591.4478882533207,1098.2328219813,4410.366374783386,7722.499927585473,31.757915548725787,83.84089704863608,123.53829148454331,163.23568592045055,205.47371360025585,247.71174128006115,46569,0x2a,13.320990954129499,169.30979502698594,308.63903478783413,447.96827454868236,710.4667269191506,972.9651792896187,54.17590608379336,165.23651355556973,362.7415511722989,560.2465887890281,733.8465078462834,907.4464269035387
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46508,0x2a,32.60871354537102,750.0004115435333,1143.7710080498543,1537.5416045561753,2407.032570797528,3276.52353703888,56.39523968680483,605.6848742362839,1189.4460990443224,1773.207323852361,2339.908988655141,2906.6106534579208,46508,0x2a,4.265713668078004,56.008820461864204,83.09077011207442,110.17271976228464,138.5023906604077,166.83206155853074,9.343950591169168,53.54083688739934,100.57594817569715,147.61105946399493,210.36736762193487,273.1236757798748,46508,0x2a,10.064348040980988,83.93666266178144,586.3740777376548,1088.8114928135283,4372.531489014497,7656.251485215467,31.442185584147545,83.00736994214952,122.31010192233394,161.61283390251836,203.4309407294346,245.24904755635083,46539,0x2a,13.239592405618495,168.2752194754111,306.753081292927,445.2309431104429,706.1253862084089,967.019829306375,53.619145115394474,163.53839260195315,359.0136885132631,554.4889844245731,726.3048325537153,898.1206806828575
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46478,0x2a,32.086511241478654,737.9897585540091,1125.4544358643898,1512.9191131747705,2368.485881359273,3224.0526495437753,53.82421458123925,578.0720646025095,1135.2199657865624,1692.367866970615,2233.233943243843,2774.100019517071,46478,0x2a,4.227906681827882,55.512414732400096,82.35433727865485,109.19625982490962,137.27484507559905,165.35343032628847,9.200843593879341,52.72083379292863,99.03558023361877,145.3503266743089,207.14549246170102,268.94065824909313,46478,0x2a,9.978009758373444,83.21660138483452,581.3437935472328,1079.4709857096311,4335.021174598531,7590.57136348743,31.12959453498016,82.18212957234763,121.09412274107281,160.006115909798,201.40847664132164,242.81083737284524,46508,0x2a,13.15869124680789,167.2469657469283,304.8786520065096,442.5103382660908,701.8105734664696,961.1108086668485,53.068105929949304,161.85772308634537,355.32413676721677,548.7905504480883,718.8406623873697,888.8907743266509
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46447,0x2a,31.572671587214003,726.1714465059221,1107.4311888412733,1488.6909311766244,2330.556486129944,3172.422041083263,51.37040096604339,551.718106375306,1083.4659693750627,1615.2138323748195,2131.422149082348,2647.6304657898763,46447,0x2a,4.190434778595641,55.02040864296077,81.62443144356983,108.2284542441789,136.05817921752723,163.88790419087553,9.05992834754897,51.913389431455606,97.51880375093025,143.12421807040488,203.97296183463064,264.8217055988564,46447,0x2a,9.892412139643309,82.50271724462519,576.3566622859684,1070.2106073273114,4297.832647159083,7525.4546869908545,30.820111194841402,81.3650935543813,119.89023254793304,158.4153715414848,199.40611943062387,240.39686731976295,46478,0x2a,13.078284438374276,166.22499521173705,303.01567650935795,439.8063578069789,697.522126592918,955.2378953788572,52.522729725203334,160.19432566187015,351.67250221631457,543.150678770759,711.4532008339575,879.7557228971558
,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46419,0x2a,31.067060661473555,714.5423952138917,1089.6965696140985,1464.850744014305,2293.234499639584,3121.618255264863,49.028455239770146,526.5656092751314,1034.0714065758023,1541.577203876473,2034.2518934671132,2526.9265830577533,46419,0x2a,4.153294988543164,54.53276319957174,80.90099475808513,107.26922631659855,134.85229665926084,162.4353670019231,8.921171284481444,51.11831146007868,96.02525741333716,140.93220336659562,200.84902000599413,260.7658366453926,46419,0x2a,9.80754883091183,81.79495724980467,571.4123137610005,1061.0296702721964,4260.963146205877,7460.896622139557,30.513704667595782,80.55618032245287,118.69831115694758,156.8404419914423,197.42366919934472,238.0068964072471,46447,0x2a,12.99836895956617,165.20926947608604,301.1640848125484,437.1189001490108,693.259884477862,949.4008688067131,51.98295830320759,158.54802282478315,348.0583951889143,537.5687675530455,704.1416595658864,870.7145515787271
