Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Performance (Historical Price Monthly),Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,수익 / 가치지표,Unnamed: 27,Unnamed: 28,기간별 수익률,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,괴리율 (EPS+HYY),Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Fwd EPS Change (%),Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
,Ticker,Sector,Inception,"Maket cap
(USD mn)",45933.0,45930.0,45898.0,52 High,52 Low,Beta,Expense,52 High,52 Low,1 M,3 M,6 M,YTD,1 Year,3 Year,5 Year,10 Year,3Y CAGR,5Y CAGR,10Y CAGR,% Assets,ROE (Fwd),OPM (Fwd),PER (Fwd),W,1 M,3 M,6 M,12 M,W,1 M,3 M,6 M,12 M,W,1 M,3 M,6 M,12 M
,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,XHB,Homebuilders,38777,1921.0681611500002,112.12,110.63,114.0,0.8892061226108335,0.3271780303030303,1.1113,0.0034999999999999996,126.09,84.48,0.011913357400722191,0.10018639947990438,0.18394935177536098,0.0729186602870815,-0.018299615631087396,0.9218374992586711,1.1569834741706173,2.137101139744821,0.24328937161715625,0.16619013558978946,0.12112194101929119,0.5126000000000001,0.23223663675380413,0.14486403349126245,16.0239601395995,0.01324421566481589,0.011567517904348425,0.07417440778933419,0.14308664772078108,0.03694238167625403,-0.010337753192757461,-0.004115725789065384,-0.0488065321643457,-0.09006761192375783,-0.02988881840592209,0.0024250349419199626,0.0021336594229615083,0.012717720430425121,-0.012017470625599286,-0.0036323079002008726
,XLF,Financials,36161,54703.13911353,53.72,54.13,53.99,0.9857785117900725,0.27268419805733224,0.9979,0.0008,54.495,42.21,-0.0027844811583441764,0.025778138164010755,0.10172276146852077,0.11152489064219195,0.1557659322088567,0.5809299800968897,1.2514668325990659,1.7462341557515124,0.16494175449665427,0.17623232575734726,0.10630215006300259,0.6495,0.3297429099307159,0.3834118454426525,19.63786113837952,-0.005053910144664889,0.005411611130661932,0.01466396627247061,0.12807048345758293,0.20153961231928438,0.012318944354451272,0.011634531967339351,0.03940984249181845,0.008185570523283494,-0.06628418946788016,0.006655031906187217,0.01030769755827667,0.03804517864554363,0.05385025819176507,0.1217156777767631
,XLK,Technology,36161,83940.67028579,284.72,280.33,262.45,0.9890232041128248,0.6510292838503917,0.9777,0.0008,287.88,172.45,0.010146881430497467,0.08365688735094312,0.35600323067449,0.22449679497843333,0.2811374773330708,1.2266363797947966,1.5682843084290417,5.522794731890151,0.3058193510496008,0.20761533600197168,0.2062667895787076,0.7004999999999999,0.7048313775874377,0.46057536583132586,41.38301421247648,0.016836065146284093,0.07807147440903273,0.11857171503846205,0.4550945903370839,0.44362344780244845,-0.004452949101061091,-0.04699092303507146,-0.01993713795649318,-0.24341453263693988,-0.1766416573165308,0.01172521517736894,0.023812990018184373,0.0813473478314975,0.12280359896224485,0.25237887836153566
,XLY,Consumer Discretionary,36161,23241.51842405,237.86,240.76,231.74,0.9772391125718981,0.3741182125255851,0.9686,0.0008,243.4,173.1001,-0.007427808379235401,0.07419955682460655,0.20581976388404066,0.06021837989275958,0.20808573689551046,0.6514615150728611,0.6637056583136978,1.9376311771523338,0.18201454090047342,0.10717252169936509,0.11378079967813126,0.7909999999999999,-0.08807417193426044,0.14947440352564603,73.8915380446745,-0.00964605522944135,0.046570229596630715,0.08584465283816675,0.2390986379486841,0.27377391308189875,0.02320376778638048,-0.02647688897583793,-0.050644538459625854,-0.14778605526094865,-0.1856239126946663,0.012814815217220984,0.01188685806202114,0.015679488629614578,-0.0090461308906774,0.07166048790987888
,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,XLB,Materials,36161,5462.010377029999,89.86,89.18,92.28,0.9181567385307039,0.22893873085339167,0.9962,0.0008,97.87,73.12,0.0026779736665922815,0.02427899876397377,0.07116462812953883,0.06798194261759494,-0.03779847320611196,0.21301292898092594,0.42228552652663653,0.9845406895436177,0.06648596203694246,0.0729941597187429,0.07094212280145862,0.7922999999999998,0.18976021708948632,0.22921058104145464,20.909653575399464,0.010501741941344737,-0.004321094420912537,0.022477574726770838,0.1240007276724973,0.04802830672735031,-0.002885840181615795,0.014937259875599206,0.02731327899794874,0.06235074521189773,0.035473029424974226,0.006871783476216059,0.0023961956300156744,0.030238146037141443,0.08582782083865989,0.06698472333840894
,XLE,Energy,36161,27621.467970229998,88.91,90.3,90.39,0.907986111111111,0.1935830312793665,1.1397,0.0008,97.92,74.49,-0.004813073651220079,0.01949318809051581,0.1044720496894409,0.037940651400278025,0.0036121873274364003,-0.012111111111111184,2.0957521631505682,0.30692343959085,-0.0040534452555428535,0.2535834128663945,0.027129055408471103,0.8984999999999999,0.14584856983861993,0.17342010359633367,16.1876984091196,-0.031123501445050574,0.009770462692678816,0.020901903443783478,0.03929907844160312,0.001484377746566081,0.03852850326224008,0.011526548222110916,0.029703887578241894,0.04253760181560156,-0.0666982928484994,0.006561141817522308,0.011975235214339288,0.02843223573073552,-0.03216117581132119,-0.08394441694883875
,XLI,Industrials,36161,23302.26948085,154.41,153.05,152.01,0.9935654076314265,0.3694900221729489,0.9998,0.0008,155.41,112.75,0.001167088115152648,0.015788471678789273,0.17672609787811933,0.17190350969534207,0.15377716421856769,0.6365660042098733,1.0351917017289973,1.8452183286818205,0.17845003914417035,0.15271266447496612,0.11022642452697484,0.49330000000000007,0.47843474559091814,0.18258278141628678,33.8009447464357,0.0056964199792787105,0.025760284378634462,0.038033713918894166,0.18458178363223668,0.16079263653221046,0.009531350590135528,-0.01081764842844563,0.0171050134229401,0.9871435205073973,-0.05011503739792058,0.014764469358689886,0.009824737282373363,0.042964865544178964,1.1091374995780268,0.10039406372963938
,     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,XLP,Consumer Staples,36161,15807.06491621,78.03,78.11,80.78,0.9250740960284529,0.03207459824085701,0.973,0.0008,84.35,75.605,-0.004338394793926281,-0.02193530717063641,-0.04643775810857398,-0.007378203865262223,-0.026085904579817187,0.07272480466850983,0.2532926775395141,0.5643544171830237,0.023676596133444416,0.04618984569533846,0.04576358568808425,0.7468,0.07231057846813073,0.19608872585495715,24.226900372625426,-0.0032917256374750195,-0.017311353664786457,-0.03292046231546508,-0.021409705456376976,0.026656082325824965,0.008532333854392591,0.029558632268274803,0.0706010377902465,0.14214132946805538,0.024034086642266972,0.004539222966220333,0.004499363085295375,0.019250735640017624,0.02598081832222362,0.03512206793384711
,XLV,Healthcare,36161,33964.820419150004,144.82,135.9,137.43,0.934232171080218,0.13718099725166866,1.0021,0.0008,155.015,127.35,0.040597829992095935,0.11032744102032588,0.030967457403679344,0.05270038736491989,-0.013957889190040595,0.09092278719397351,0.42455237835071147,1.029997300729915,0.029432806515643284,0.07333597147780391,0.0733702302818029,0.6992,0.86519715389016,0.32730983954161197,21.19970730167955,0.05356592870648776,0.05141620362700995,0.06758648451011058,0.02607265030082863,0.0064588858371437225,-0.04590839552973962,-0.03688905617500768,-0.038601636146711756,0.07503439270656602,0.07208211838692478,0.007028747122460774,0.007581205513825781,0.012462649957702068,0.016163732336411822,0.064584330894627
,VOX,Telecom,38261,5794.14436787,185.4,188.6,180.19,0.9614686511434942,0.43354210160055673,0.9341,0.0009,192.83,129.33,-0.012411441964523484,0.0599736785676086,0.2638898146726538,0.19643773856011837,0.24999993827350964,1.1948620494936075,0.8063133388784709,1.1623513484870638,0.29957817665136255,0.1255339978048895,0.08017128057623757,0.7729999999999998,0.18634108667529112,0.28820466179931287,12.619098486934016,-0.01730609143291476,0.0038971625417095488,0.08178231493587701,0.2789696118485902,0.27737429366723615,-0.027881327783369127,-0.04181250162563382,-0.010306082274979667,-0.10302183705925372,-0.09977341411488373,-0.04591341118038267,-0.04593507488408919,0.05239981837022728,0.0778728246046169,0.16148660250431904
,XLU,Utilities,36161,21288.993513229998,88.91,87.06,84.32,0.9908614733088152,0.25190087299352304,0.9973,0.0008,89.73,71.02,0.01949317738791434,0.03781956227739425,0.12686943321335487,0.17465975864946914,0.11262665405380412,0.3313866670444423,0.4252965450083208,1.0322285714285715,0.10010650953363842,0.07344808725624818,0.07348815141245657,0.7295,0.14652758053461273,0.26025774932276846,20.28104099189165,0.02072266023761179,0.054070099108177644,0.06692606509372871,0.1485472761732073,0.08383100756323907,-0.01377355550768015,-0.04266679143020897,-0.0339309342111466,-0.026880118243288932,-0.004908768409948857,0.006263967423579688,0.003834876544436568,0.01499222761603124,0.029111302613291052,0.06371478105944765
,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOXX,Semiconductors,37104,14727.81925101,279.96,268.93,245.32,0.984595906309348,0.8876677230126087,1.417,0.0034000000000000002,284.34,148.31,0.03260548834464427,0.16635421165592712,0.5228459833378403,0.2991785830590692,0.2826904015670706,1.5725312158912756,1.7493779978084354,8.379942029296696,0.3702092166126554,0.22418453999559573,0.2508925772274433,0.7709000000000001,0.3738899468154105,0.3903343635547412,31.245001425655996,0.04050616397211313,0.17895538726053162,0.17401473135557924,0.613525508751825,0.290490131653462,-0.023081499454724583,-0.13125599276589195,-0.07826626617010081,-0.39245255940322754,-0.11565566152762836,0.016700644847112044,0.03970144581631218,0.07672387556493825,0.12326443822647536,0.1587639705445544
,ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IGV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IGPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
